"track_name","track_artist","track_popularity","track_album_release_date","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","skip_percentage","intentional_percentage","unintentional_percantage","finished_percentage","listens","playing_time_percentage"
"Kids","Current Joys",64,"2016-10-17","rock","permanent wave",0.827,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0756,0.904,113.449,269143,0.0196078431372549,0.0392156862745098,0.96078431372549,0.431372549019608,51,0.576531478673812
"Fake Plastic Trees","Radiohead",70,"1995-03-28","rock","permanent wave",0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,290707,0,0.0535714285714286,0.946428571428571,0.410714285714286,56,0.496589226560469
"Eclipse","Inner Wave",28,"2017-08-04","rock","permanent wave",0.644,0.748,4,-7.241,0,0.0291,0.394,0.91,0.358,0.732,120.007,183633,0.0147058823529412,0.0147058823529412,0.985294117647059,0.647058823529412,68,0.47724633628263
"We Are Young (feat. Janelle Monáe)","fun.",75,"2012-02-14","rock","permanent wave",0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,0.0263157894736842,0.0263157894736842,0.973684210526316,0.394736842105263,38,0.555404414150363
"Love","Zoé",70,"2003-11-19","rock","permanent wave",0.692,0.512,6,-8.596,1,0.0354,0.208,0.000994,0.077,0.739,79.003,203627,0.03125,0.03125,0.96875,0.78125,32,0.815587446654913
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster","The Smiths",55,"1987","rock","permanent wave",0.241,0.468,2,-9.579,1,0.0272,0.534,0,0.161,0.451,91.581,112707,0.037037037037037,0.037037037037037,0.962962962962963,0.62962962962963,27,0.645804312657303
"Souvenir","León Larregui",62,"2012-01-01","rock","permanent wave",0.594,0.578,4,-10.676,0,0.034,0.679,0.123,0.105,0.536,77.481,239120,0,0,1,0.388888888888889,36,0.219662953979406
"Exit Music (For a Film)","Radiohead",64,"1997-05-28","rock","permanent wave",0.293,0.276,7,-11.353,1,0.0351,0.229,0.119,0.167,0.196,121.603,267187,0,0,1,0.392857142857143,28,0.437956241455289
"Let It Be - Remastered 2009","The Beatles",79,"1970-05-08","rock","permanent wave",0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,243027,0,0.0202020202020202,0.97979797979798,0.555555555555556,99,0.606834224222416
"Take Me Out","Franz Ferdinand",73,"2004","rock","permanent wave",0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,0.02,0.08,0.92,0.48,50,0.528806338518397
"American Idiot","Green Day",78,"2004-09-21","rock","permanent wave",0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346,0,0.0222222222222222,0.977777777777778,0.444444444444444,45,0.5425999644638
"I Wanna Be Sedated","Ramones",64,"1978","rock","permanent wave",0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,149787,0.0285714285714286,0,1,0.542857142857143,35,0.783724317101713
"Do You Want To","Franz Ferdinand",59,"2005-10-03","rock","permanent wave",0.413,0.942,0,-2.871,1,0.0453,0.0783,0.000412,0.689,0.759,123.085,215000,0.0277777777777778,0.0277777777777778,0.972222222222222,0.388888888888889,36,0.308109560723514
"Heroes - 2017 Remaster","David Bowie",75,"1977","rock","permanent wave",0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,0,0,1,0.555555555555556,36,0.613740035426272
"Lonely Boy","The Black Keys",72,"2011-12-06","rock","permanent wave",0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,0.032258064516129,0.032258064516129,0.967741935483871,0.483870967741935,31,0.490953472981187
"Piledriver Waltz","Arctic Monkeys",58,"2011-06-06","rock","permanent wave",0.443,0.865,4,-4.547,1,0.0391,0.00724,0.000116,0.468,0.474,110.008,203880,0,0.0333333333333333,0.966666666666667,0.533333333333333,30,0.624533058661958
"Starman - 2012 Remaster","David Bowie",73,"1972-06-06","rock","permanent wave",0.486,0.45,5,-10.298,1,0.0267,0.166,2.06e-06,0.54,0.55,100.456,254293,0.0147058823529412,0.0441176470588235,0.955882352941177,0.544117647058823,68,0.711050835060344
"Bennie And The Jets - Remastered 2014","Elton John",66,"1973-10-05","rock","permanent wave",0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,0.00840336134453781,0.0840336134453782,0.915966386554622,0.563025210084034,119,0.693746121200372
"Take It Easy - 2013 Remaster","Eagles",75,"1972","rock","permanent wave",0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,0,0.25,0.75,0.55,20,0.639870875043719
"Saturday Night’s Alright (For Fighting) - Remastered 2014","Elton John",56,"1973-10-05","rock","permanent wave",0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,295466,0,0.0740740740740741,0.925925925925926,0.666666666666667,54,0.757321704747128
"Changes - 2015 Remaster","David Bowie",66,"1971-12-17","rock","permanent wave",0.547,0.308,0,-11.75,1,0.0377,0.505,0,0.109,0.41,114.719,217747,0,0.153846153846154,0.846153846153846,0.435897435897436,39,0.583180456547254
"Maybe I’m Amazed - Remastered 2011","Paul McCartney",67,"1970-04-17","rock","permanent wave",0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,229827,0.0566037735849057,0.0188679245283019,0.981132075471698,0.60377358490566,53,0.61792861258809
"The Long And Winding Road - Remastered 2009","The Beatles",63,"1970-05-08","rock","permanent wave",0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187,0,0,1,0.314285714285714,35,0.399260529467187
"The Boxer","Simon & Garfunkel",18,"1972-06-14","rock","permanent wave",0.438,0.459,11,-14.932,1,0.0636,0.684,0.000365,0.162,0.593,92.514,308440,0.0373134328358209,0.186567164179104,0.813432835820896,0.455223880597015,134,0.707714144554107
"Movin' Out (Anthony's Song)","Billy Joel",59,"1977","rock","permanent wave",0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,210760,0.0357142857142857,0.0714285714285714,0.928571428571429,0.392857142857143,28,0.394565246861698
"Fluorescent Adolescent","Arctic Monkeys",66,"2007-04-24","rock","permanent wave",0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493,0.0303030303030303,0.0757575757575758,0.924242424242424,0.484848484848485,66,0.701985007167349
"Under Cover of Darkness","The Strokes",69,"2011-03-18","rock","permanent wave",0.357,0.775,11,-3.364,1,0.054,0.00419,0.285,0.0676,0.589,199.853,235547,0,0.0227272727272727,0.977272727272727,0.5,44,0.752060001922025
"Time to Pretend","MGMT",71,"2007-12-14","rock","permanent wave",0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,0.0540540540540541,0.0540540540540541,0.945945945945946,0.189189189189189,37,0.296898312105209
"Leave It In My Dreams","The Voidz",58,"2018-03-30","rock","permanent wave",0.6,0.746,4,-4.696,0,0.0355,0.0226,0.0119,0.109,0.614,118.551,239442,0.0540540540540541,0.162162162162162,0.837837837837838,0.378378378378378,37,0.459336312783076
"Feels Like We Only Go Backwards","Tame Impala",75,"2012-01-01","rock","permanent wave",0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960,0.0454545454545455,0.0303030303030303,0.96969696969697,0.560606060606061,66,0.654737753781597
"Clint Eastwood","Gorillaz",68,"2001","rock","permanent wave",0.663,0.694,10,-8.627,0,0.172,0.0249,0,0.0698,0.524,167.964,340920,0.0491803278688525,0.114754098360656,0.885245901639344,0.573770491803279,61,0.643301009996095
"Is This It","The Strokes",55,"2001-07-30","rock","permanent wave",0.667,0.692,5,-8.361,1,0.0285,0.147,3.75e-05,0.349,0.846,96.021,151333,0,0.214285714285714,0.785714285714286,0.30952380952381,42,0.649328050754045
"Why'd You Only Call Me When You're High?","Arctic Monkeys",76,"2013-09-09","rock","permanent wave",0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,0.0476190476190476,0,1,0.380952380952381,42,0.458698328764241
"Cigarette Daydreams","Cage The Elephant",72,"2013-10-08","rock","permanent wave",0.635,0.675,2,-3.445,1,0.0263,0.0801,0,0.0831,0.273,113.946,208760,0.0760869565217391,0.0652173913043478,0.934782608695652,0.739130434782609,92,0.841718490965286
"Otherside","Red Hot Chili Peppers",60,"1999-06-08","rock","permanent wave",0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,0.0192307692307692,0.0961538461538462,0.903846153846154,0.442307692307692,52,0.579458734418343
"Machu Picchu","The Strokes",63,"2011-03-18","rock","permanent wave",0.695,0.814,1,-5.294,1,0.066,0.0133,0.0984,0.0601,0.882,105.011,209627,0,0.0263157894736842,0.973684210526316,0.578947368421053,38,0.527766988633696
"Wake Me up When September Ends","Green Day",76,"2004-09-21","rock","permanent wave",0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,285653,0.1,0,1,0.366666666666667,30,0.325420352665647
"Animal","Neon Trees",68,"2010-01-01","rock","permanent wave",0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,212293,0.0666666666666667,0.133333333333333,0.866666666666667,0.366666666666667,30,0.534542354199149
"Smells Like Teen Spirit","Nirvana",74,"1991-09-26","rock","permanent wave",0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,0.238095238095238,0.0238095238095238,0.976190476190476,0.333333333333333,42,0.221841484341484
"Kids","MGMT",76,"2007-12-14","rock","permanent wave",0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,0.0196078431372549,0.0392156862745098,0.96078431372549,0.431372549019608,51,0.512380833987273
"Cough Syrup","Young the Giant",70,"2011","rock","permanent wave",0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520,0,0,1,0.483870967741935,31,0.687731541333554
"Someday","The Strokes",64,"2001-07-30","rock","permanent wave",0.538,0.52,9,-7.46,1,0.0299,0.00425,0,0.367,0.678,106.031,183440,0.0153846153846154,0.0769230769230769,0.923076923076923,0.553846153846154,65,0.725838001945721
"Last Nite","The Strokes",65,"2001-07-30","rock","permanent wave",0.624,0.899,0,-5.71,1,0.0295,0.0223,0.000155,0.0975,0.797,104.055,193373,0,0.04,0.96,0.56,75,0.748632883942777
"No Sleep","No Love For The Middle Child",51,"2020-01-03","rock","permanent wave",0.614,0.608,10,-7.356,1,0.0375,0.451,5.03e-05,0.134,0.478,117.056,207179,0.03125,0.0625,0.9375,0.53125,32,0.904485070880736
"Alive","Daughtry",60,"2019-12-18","rock","permanent wave",0.51,0.774,1,-5.485,0,0.0387,0.0324,0,0.053,0.334,100.286,262907,0.125,0.1,0.9,0.35,40,0.264525193319311
"Did My Best","The Voidz",60,"2019-12-13","rock","permanent wave",0.533,0.794,1,-4.687,0,0.0371,0.154,0.888,0.106,0.623,120.209,296939,0,0.11214953271028,0.88785046728972,0.775700934579439,107,0.875430817110144
"Monster","Novustory",24,"2019-10-11","rock","permanent wave",0.24,0.835,0,-6.861,1,0.142,0.0487,0,0.045,0.367,153.304,199416,0.0555555555555556,0,1,0.305555555555556,36,0.452728773574393
"The Best","AWOLNATION",65,"2019-11-05","rock","permanent wave",0.639,0.86,2,-5.074,0,0.0308,0.115,0.176,0.0983,0.0532,110.997,223320,0.05,0.05,0.95,0.75,20,0.640289942683145
"Dancing In The Dark","Lucy Dacus",50,"2019-09-12","rock","permanent wave",0.437,0.764,9,-9.056,1,0.0408,0.000794,0.00421,0.202,0.426,76.977,200539,0.138888888888889,0.0555555555555556,0.944444444444444,0.361111111111111,36,0.438921412349274
"Unwell","Matchbox Twenty",62,"2007-09-29","rock","permanent wave",0.442,0.793,9,-5.152,1,0.0347,0.0456,0,0.328,0.437,80.985,237267,0.0952380952380952,0,1,0.476190476190476,21,0.476128059066268
"Beautiful Day","U2",72,"2000-01-01","rock","permanent wave",0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,248400,0.0285714285714286,0.0285714285714286,0.971428571428571,0.485714285714286,35,0.463144582470669
"Dream On","Aerosmith",78,"1973-01-05","rock","permanent wave",0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,0.0746268656716418,0.0298507462686567,0.970149253731343,0.537313432835821,67,0.550135578475617
"Paranoid","I Prevail",2,"2019-03-18","rock","hard rock",0.558,0.793,1,-6.861,0,0.0374,0.000641,2.93e-05,0.731,0.457,75.999,144547,0.0175438596491228,0.087719298245614,0.912280701754386,0.43859649122807,57,0.729908283337454
"God's Gonna Cut You Down","Marilyn Manson",67,"2019-10-18","rock","hard rock",0.504,0.754,8,-5.182,1,0.0424,0.139,0,0.126,0.583,82.009,160538,0.0333333333333333,0.0333333333333333,0.966666666666667,0.366666666666667,30,0.247059470862558
"Nowhere To Run","Fozzy",54,"2019-08-29","rock","hard rock",0.399,0.93,7,-4.647,1,0.0435,6.76e-06,0.0927,0.318,0.33,92.804,223683,0.121212121212121,0,1,0.333333333333333,33,0.291827354702048
"Numb","A Killer's Confession",40,"2019-09-20","rock","hard rock",0.537,0.878,9,-4.359,0,0.0392,0.00475,0.00706,0.0822,0.512,137.027,262747,0.107142857142857,0,1,0.464285714285714,28,0.30368050960484
"Brother","Saul",0,"2019-01-23","rock","hard rock",0.481,0.979,6,-3.383,1,0.0816,3.32e-05,0.00927,0.135,0.18,105.005,259813,0.0294117647058824,0.0882352941176471,0.911764705882353,0.352941176470588,34,0.554766199490539
"Rise","H.E.A.T",15,"2019-11-08","rock","hard rock",0.474,0.932,2,-3.194,1,0.0417,0.000137,8.53e-05,0.289,0.363,105.009,256984,0.0384615384615385,0.0384615384615385,0.961538461538462,0.807692307692308,26,0.484808692070623
"Alive","Silvera",21,"2020-01-17","rock","hard rock",0.496,0.944,5,-7.489,1,0.0519,1.4e-05,1.12e-05,0.0995,0.304,94.962,191040,0.125,0.1,0.9,0.35,40,0.364036458333333
"Fortunate Son","The Dead Daisies",50,"2019-07-26","rock","hard rock",0.305,0.864,0,-4.772,1,0.0516,5.35e-06,0,0.344,0.322,141.994,203520,0.0350877192982456,0.0526315789473684,0.947368421052632,0.526315789473684,57,0.418323644212733
"Home","Junkyard Drive",37,"2019-10-18","rock","hard rock",0.387,0.844,1,-4.063,1,0.0486,6.06e-05,0.00833,0.374,0.443,146.988,250612,0.121212121212121,0.0606060606060606,0.93939393939394,0.333333333333333,66,0.365480636734607
"Hear Me","Wolf Jaw",31,"2019-10-25","rock","hard rock",0.259,0.919,8,-4.649,1,0.0717,3.41e-05,0.364,0.339,0.3,162.229,219725,0.0571428571428571,0.0571428571428571,0.942857142857143,0.228571428571429,35,0.391181574370561
"Vultures","Bokassa",40,"2019-06-21","rock","hard rock",0.547,0.841,10,-4.959,1,0.0605,0.00171,0.0202,0.314,0.554,124.93,165055,0.0625,0,1,0.40625,32,0.498469070915755
"Paradise City","Guns N' Roses",16,"1987-01-01","rock","hard rock",0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307,0.115384615384615,0.0769230769230769,0.923076923076923,0.538461538461538,52,0.3963354916735
"Crazy Train","Ozzy Osbourne",77,"1980-09-20","rock","hard rock",0.453,0.906,9,-4.001,1,0.115,0.361,0.000569,0.26,0.473,137.575,296200,0.0298507462686567,0.0447761194029851,0.955223880597015,0.402985074626866,67,0.400327934937063
"Welcome To The Jungle","Guns N' Roses",19,"1987-01-01","rock","hard rock",0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,273600,0.0638297872340425,0.0638297872340425,0.936170212765957,0.382978723404255,47,0.326329942764713
"Sweet Child O' Mine","Guns N' Roses",22,"1987-01-01","rock","hard rock",0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400,0.027027027027027,0,1,0.486486486486487,37,0.539043589043589
"Poison","Alice Cooper",59,"1989","rock","hard rock",0.3,0.894,2,-7.786,0,0.109,0.0515,0.000333,0.125,0.268,118.631,269600,0,0.0384615384615385,0.961538461538462,0.384615384615385,52,0.411675915886784
"Runaway","Bon Jovi",69,"1984-01-01","rock","hard rock",0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,230667,0.0172413793103448,0.0172413793103448,0.982758620689655,0.344827586206897,58,0.968594075681274
"You Shook Me All Night Long","AC/DC",78,"1980-07-25","rock","hard rock",0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,0.0337078651685393,0.0786516853932584,0.921348314606742,0.438202247191011,89,0.554716962168726
"Bones","Young Guns",0,"2012-09-04","rock","hard rock",0.349,0.893,6,-3.676,0,0.0559,2.77e-06,0.842,0.286,0.531,156.939,197680,0.0173913043478261,0.0173913043478261,0.982608695652174,0.521739130434783,115,0.624190699065684
"Misery","Eva Under Fire",0,"2018-09-07","rock","hard rock",0.584,0.908,2,-4.46,1,0.0568,0.00648,0,0.373,0.546,141.988,221268,0,0.0163934426229508,0.983606557377049,0.311475409836066,61,0.350295258001794
"Remedy","Seether",0,"2005-05-24","rock","hard rock",0.548,0.953,8,-4.688,1,0.0934,0.000189,0.00288,0.0432,0.448,127.826,207213,0.0454545454545455,0.0454545454545455,0.954545454545455,0.272727272727273,22,0.212992735187289
"In the End","Linkin Park",83,"2000-10-24","rock","hard rock",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,216880,0.0434782608695652,0.0434782608695652,0.956521739130435,0.304347826086957,23,0.285035202796978
"Scars","I Prevail",67,"2016-10-21","rock","hard rock",0.505,0.964,7,-3.673,1,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021,229773,0.0508474576271186,0.0169491525423729,0.983050847457627,0.694915254237288,59,0.753278235475883
"Brother","Saul",54,"2019-01-23","rock","hard rock",0.481,0.979,6,-3.383,1,0.0816,3.32e-05,0.00927,0.135,0.18,105.005,259813,0.0294117647058824,0.0882352941176471,0.911764705882353,0.352941176470588,34,0.554766199490539
"Back In Black","AC/DC",83,"1980-07-25","rock","hard rock",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,0.0144927536231884,0.0434782608695652,0.956521739130435,0.492753623188406,69,0.540316456669138
"Black Dog - Remaster","Led Zeppelin",73,"1971-11-08","rock","hard rock",0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,0.0185185185185185,0.0555555555555556,0.944444444444444,0.444444444444444,54,0.367706445116758
"Welcome To The Jungle","Guns N' Roses",1,"1987-01-01","rock","hard rock",0.443,0.955,8,-8.066,1,0.0741,0.0222,0.361,0.297,0.333,123.423,273600,0.0638297872340425,0.0638297872340425,0.936170212765957,0.382978723404255,47,0.326329942764713
"Highway to Hell","AC/DC",83,"1979-07-27","rock","hard rock",0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,0.121212121212121,0.151515151515152,0.848484848484849,0.454545454545455,99,0.587839963938812
"Sweet Emotion","Aerosmith",73,"1975-04-08","rock","hard rock",0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,0.0212765957446809,0.0212765957446809,0.978723404255319,0.51063829787234,47,0.613382570705895
"Revolution - Remastered 2009","The Beatles",68,"1973-04-02","rock","hard rock",0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,0.04,0,1,0.56,75,0.597605373782837
"Paranoid","Royal Bliss",43,"2019-04-19","rock","hard rock",0.459,0.938,7,-1.998,1,0.0778,0.00538,0,0.107,0.513,83.962,166647,0.0175438596491228,0.087719298245614,0.912280701754386,0.43859649122807,57,0.633111022890175
"Crazy","Alex McArtor",36,"2019-10-18","rock","hard rock",0.494,0.576,0,-7.77,1,0.0313,0.115,0.000319,0.0687,0.149,94.04,214127,0.16,0.08,0.92,0.64,25,0.582499731467774
"Iron Man","Black Sabbath",1,"1970-09-18","rock","hard rock",0.339,0.824,9,-9.522,1,0.0938,0.00521,0.00432,0.0803,0.538,154.573,354240,0.114285714285714,0.0571428571428571,0.942857142857143,0.371428571428571,35,0.283620870434895
"Trouble","ChrisLee",33,"2019-07-19","rock","hard rock",0.699,0.272,4,-9.776,0,0.224,0.538,0,0.149,0.178,138.761,156857,0.0568181818181818,0.0681818181818182,0.931818181818182,0.534090909090909,88,0.781186120884859
"Sweet Home Alabama","Lynyrd Skynyrd",3,"1993-04-19","rock","hard rock",0.598,0.606,0,-11.812,1,0.0256,0.162,0.000357,0.353,0.91,97.736,287173,0.0232558139534884,0.0232558139534884,0.976744186046512,0.488372093023256,43,0.517434308903336
"Piano Man","Billy Joel",1,"1973","rock","hard rock",0.336,0.366,0,-13.484,1,0.0292,0.62,0,0.344,0.48,178.122,338733,0.0338983050847458,0.0338983050847458,0.966101694915254,0.440677966101695,59,0.530624214952159
"Holiday","Scorpions",4,"1979-02-25","rock","hard rock",0.429,0.43,2,-8.658,0,0.031,0.349,0.0129,0.241,0.29,118.039,391360,0.0810810810810811,0.0540540540540541,0.945945945945946,0.45945945945946,37,0.199439584208084
"Poison","Alice Cooper",57,"2007-05-05","rock","hard rock",0.304,0.91,2,-6.096,0,0.117,0.0524,3.61e-05,0.111,0.305,118.794,270787,0,0.0384615384615385,0.961538461538462,0.384615384615385,52,0.409871326626008
"You Shook Me All Night Long","AC/DC",72,"1986-05-24","rock","hard rock",0.529,0.768,7,-5.51,1,0.0566,0.00224,0.000685,0.297,0.769,127.316,210880,0.0337078651685393,0.0786516853932584,0.921348314606742,0.438202247191011,89,0.552857208316994
"Sweet Child O' Mine","Guns N' Roses",8,"2001","rock","hard rock",0.45,0.904,6,-7.736,1,0.046,0.0872,0.108,0.102,0.689,125.072,356000,0.027027027027027,0,1,0.486486486486487,37,0.539649255997571
"Werewolves of London","Warren Zevon",54,"1986-10-07","rock","hard rock",0.749,0.614,7,-10.594,1,0.0264,0.0372,0.00286,0.0603,0.878,103.868,208173,0.0434782608695652,0,1,0.434782608695652,23,0.401356188070165
"Run","The Exits",26,"2019-11-22","rock","hard rock",0.364,0.953,1,-3.349,1,0.0941,0.00447,0,0.281,0.551,188.182,262190,0.175,0.025,0.975,0.375,40,0.318224188565544
"It's a Long Way to the Top (If You Wanna Rock 'N' Roll)","AC/DC",70,"1976-05-14","rock","hard rock",0.456,0.863,3,-3.551,1,0.0894,0.133,0.0545,0.0553,0.532,135.966,301227,0.0135135135135135,0.027027027027027,0.972972972972973,0.5,74,0.680933944132462
"Dream On","Daydream Nation",14,"2019-10-04","rock","hard rock",0.277,0.883,11,-5.921,0,0.049,4.23e-05,0.0595,0.0845,0.425,155.928,198800,0.0746268656716418,0.0298507462686567,0.970149253731343,0.537313432835821,67,0.738753491095829
"Sweet Home Alabama","Lynyrd Skynyrd",31,"2007-01-01","rock","hard rock",0.577,0.677,7,-9.6,1,0.0253,0.147,0.00184,0.305,0.927,97.91,284187,0.0232558139534884,0.0232558139534884,0.976744186046512,0.488372093023256,43,0.522871077110134
"Sex on Fire","Kings of Leon",12,"2008-08-11","rock","hard rock",0.544,0.903,9,-5.651,1,0.0545,0.00166,0.00632,0.1,0.432,153.629,204587,0,0,1,0.387755102040816,49,0.72418859179015
"Thunderstruck","AC/DC",81,"1990-09-24","rock","hard rock",0.501,0.889,4,-5.175,1,0.0364,0.000147,0.0114,0.217,0.257,133.519,292880,0,0.0535714285714286,0.946428571428571,0.482142857142857,56,0.612756016603582
"Use Somebody","Kings of Leon",4,"2008-11-21","rock","hard rock",0.272,0.735,0,-5.416,1,0.0459,0.00533,0.000648,0.122,0.158,137.173,231800,0.0769230769230769,0,1,0.487179487179487,39,0.670112829362182
"Crazy","Aerosmith",7,"2001-11-20","rock","hard rock",0.358,0.863,6,-4.088,0,0.0378,0.0746,0,0.18,0.458,162.197,316733,0.16,0.08,0.92,0.64,25,0.393798309617249
"For What It's Worth","Buffalo Springfield",73,"1966-12-05","rock","hard rock",0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,0.008,0.112,0.888,0.632,125,1.07248590371715
"Gimme Shelter","The Rolling Stones",22,"1969-12-05","rock","hard rock",0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,270773,0,0.115384615384615,0.884615384615385,0.596153846153846,52,0.710472993415717
"Alive","Pearl Jam",12,"1991","rock","hard rock",0.298,0.825,2,-8.053,1,0.0408,0.00541,1.46e-05,0.44,0.54,75.592,341160,0.125,0.1,0.9,0.35,40,0.203850172939383
"Just What I Needed","The Cars",69,"1978-06-06","rock","hard rock",0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627,0.173913043478261,0.0869565217391304,0.91304347826087,0.434782608695652,23,0.550786879692359
"You're Gonna Go Far, Kid","The Offspring",3,"2008-11-28","rock","hard rock",0.549,0.918,0,-3.112,1,0.0679,0.00535,0,0.22,0.58,126.09,178453,0.0476190476190476,0.0476190476190476,0.952380952380952,0.523809523809524,21,0.550775140740005
"Basket Case","Green Day",79,"1994-02-01","rock","hard rock",0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,0,0.159090909090909,0.840909090909091,0.613636363636364,44,0.946774641024447
"My Way","Limp Bizkit",1,"2000-01-01","rock","hard rock",0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,272973,0.0421052631578947,0.0947368421052632,0.905263157894737,0.4,95,0.617287385469201
"Paradise City","Guns N' Roses",1,"2004-03-15","rock","hard rock",0.277,0.979,11,-5.578,1,0.0979,0.0183,0.0138,0.117,0.451,100.339,406200,0.115384615384615,0.0769230769230769,0.923076923076923,0.538461538461538,52,0.396439893193955
"I Won't Back Down","Tom Petty",2,"2008-01-01","rock","hard rock",0.765,0.726,7,-5.943,1,0.0308,0.0258,1.68e-05,0.213,0.963,113.982,175600,0,0.0740740740740741,0.925925925925926,0.481481481481481,27,0.379696068505864
"Purple Haze","Jimi Hendrix",0,"1995-01-01","rock","hard rock",0.48,0.554,2,-17.766,1,0.0598,0.00331,0.697,0.373,0.6,108.612,165893,0.27027027027027,0.0810810810810811,0.918918918918919,0.351351351351351,37,0.25138297381852
"The Passenger","Iggy Pop",21,"1977-09-09","rock","hard rock",0.5,0.846,0,-8.098,1,0.0457,0.0797,0,0.241,0.738,134.937,284067,0.0277777777777778,0.0833333333333333,0.916666666666667,0.305555555555556,36,0.467807672915975
"Who Are You","The Who",17,"1978-08-18","rock","hard rock",0.651,0.661,9,-11.405,1,0.0511,0.265,0.00313,0.106,0.489,156.371,378707,0.28,0.24,0.76,0.28,25,0.555230508018072
"Walk This Way","Aerosmith",72,"1975-04-08","rock","hard rock",0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,0.0350877192982456,0.087719298245614,0.912280701754386,0.508771929824561,57,0.604980816378514
"Bad Moon Rising","Creedence Clearwater Revival",24,"1969-08-03","rock","hard rock",0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35e-06,0.0705,0.93,89.837,141600,0.018018018018018,0.0990990990990991,0.900900900900901,0.594594594594595,111,0.750199076194839
"Poison","Alice Cooper",70,"1989-07-25","rock","hard rock",0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,0,0.0384615384615385,0.961538461538462,0.384615384615385,52,0.410944264377506
